message_id,conversation_id,message,message_number
42764,wamid.HBgNNTIxNjY0MzA3NDc2MBUCABIYIDRENkMxRDZCQThG,Gracias por comunicarte con Dra  Liliana Anguiano. ¿Cómo podemos ayudarte?,1
42765,wamid.HBgNNTIxNjY0MTg4NjkwNhUCABIYIDUzRjlBMkMyMUU1,"Mensaje Automatizado...
Gracias por comunicarte deja tu nombre apellido y asunto CITAS llamar a Consultorio... Por favor NO LLAMADAS X Whatsapp",1
42766,wamid.HBgNNTIxNTYzNjE3NjY4MRUCABIYIEM0QjU4OTg3OUU4,Gracias por comunicarte con Dra Elsa Santiago Olivares. ¿Cómo puedo ayudarte?,1
42767,wamid.HBgNNTIxMjQ4MTg0ODgzMxUCABIYIDQ3RTZDRjlDRUVE,Gracias por comunicarte con la Dra. Guadalupe Galicia ¿Cómo podemos ayudarte?,1
42768,wamid.HBgNNTIxODY4MTkxNjExNxUCABIYFDJGMTNCNDI5REQ1,"Gracias por tu mensaje. En este momento no estamos disponibles, pero te responderemos tan pronto regresemos.",1
42769,wamid.HBgNNTIxODY4MTkxNjExNxUCABIYFDJGMjNCMjMwNTkw,"Gracias por comunicarte con Consultorio Médico Dr Efraín Barrientos. Por favor, haznos saber cómo podemos ayudarte.",1
42770,wamid.HBgNNTIxOTkzMjAyNTc3ORUCABIYFDNBRTBEMzhDQUYz,"Gracias por comunicarte con Dr Jacques. Por favor, haznos saber cómo podemos ayudarte.",1
42771,wamid.HBgNNTIxMzMxNjk1MzEzNxUCABIYFDNBMjEwRkRCNDc4,Cancelar,1
42772,wamid.HBgNNTIxMjIyMTc1ODIwNxUCABIYIDYxNUY1OEYwNkMx,Consultorio médico y Farmacia C&M. ¿Cómo podemos ayudarte??????????????,1
42773,wamid.HBgNNTIxNDYxMTM2NTU4ORUCABIYIDQzMkRCNUVCMUJB,"Mil gracias, saludos y bonito día ?????",1
42774,wamid.HBgNNTIxODExMDQ1NTQ4NhUCABIYIEVFREM3MEE0OUYx,"El horario de consulta es de Lunes a Viernes de 08:00 a 20:00 hrs.
Sábados de 08:00 a 14:00 Siempre con PREVIA CITA por este medio.
Fuera de ese horario si es urgente favor de mandar mensaje con la palabra: ""Emergencia"" y a la brevedad me pon",1
42775,wamid.HBgNNTIxMzMxNjk1MzEzNxUCABIYFDNBRjRFMjhEMkQ5,Desuscrubirse,1
42776,wamid.HBgNNTIxODExMDQ1NTQ4NhUCABIYIDlFMEVGQzBBQTI2,"El horario de consulta es de Lunes a Viernes de 08:00 a 20:00 hrs.
Sábados de 08:00 a 14:00 Siempre con PREVIA CITA por este medio.
Fuera de ese horario si es urgente favor de mandar mensaje con la palabra: ""Emergencia"" y a la brevedad me pon",1
42777,wamid.HBgNNTIxMjIyMTU2NjUzNxUCABIYIDhEMTY4NDA5MTdF,"Gracias por comunicarte con tu servidor, Dr. Gustavo Solis Garcia. ¿En qué puedo servirte?",1
42778,wamid.HBgNNTIxMzMyODQ0MDM5MRUCABIYFDJGQkNFMTk1NUIz,"¡Hola! ???? Soy el *Dr. Edwin J. Calvario L.* 
Este es un mensaje automático. 

Para obtener más información sobre mi consultorio y agendar una cita, puedes hacer click en la siguiente liga: https://bit.ly/3nKtYd4 

En caso de tener alguna d",1
42779,wamid.HBgNNTIxMzMyODQ0MDM5MRUCABIYFDJGMDMwRENFNjc1,"¡Hola! Este es un mensaje automático. Por el momento no me encuentro disponible, puedes dejar tu mensaje y en cuanto me sea posible responderé. 

Si es urgente, llamarme directamente por teléfono o a través de WhatsApp y contestaré a la breveda",1
42780,wamid.HBgNNTIxNjY3MjIwMTI1ORUCABIYFDNBNkI5NzJENURD,"Gracias por comunicarte con Dra Yahaira Bórquez. Por favor, haznos saber cómo podemos ayudarte.",1
42781,wamid.HBgNNTIxODY2MTQ3OTA3MhUCABIYIDU5OUY5OEFCN0RE,Gracias por comunicarte con Dr Daniel Rodriguez Mares. ¿Cómo podemos ayudarte?,1
42782,wamid.HBgNNTIxNTU0MTQwNDMxOBUCABIYFDJGNEExMzlDMTlD,"Gracias por comunicarte con Dr. Enrique Cortés. Por favor, haznos saber cómo podemos ayudarte.",1
42783,wamid.HBgNNTIxNTUyOTIwODM3NRUCABIYFDJGMTZCMEI5NDFB,"Gracias por comunicarte con Dr. Elí Omar Zavaleta. Por favor, haznos saber cómo podemos ayudarte.",1
42784,wamid.HBgNNTIxNzc3MzQ5NDMzMRUCABIYIEFBQjQ0MjkyQTgy,Gracias por comunicarte con Intermedic. ¿Cómo podemos ayudarte?,1
42785,wamid.HBgNNTIxNzQ0NDMyNzQ5MRUCABIYIEVFRjc5RThDMzcx,Gracias saludos,1
42786,wamid.HBgNNTIxOTg0ODAxODE1MhUCABIYIDY0NDNDRjk5Njky,"Gracias por comunicarse con Médica Playa; Especialidades Médicas.

- Si usted desea agendar una cita, que no sean las áreas abajo mencionadas, favor de proporcionar el nombre del médico o especialidad.

- Si desea contactar algunas de las sig",1
42787,wamid.HBgNNTIxNTU2ODAzMjMzNBUCABIYFDNBQTlDODZDMDYz,"Gracias por comunicarte al consultorio de la Dra. Angélica Gómez. Derivado del alto volumen de llamadas y mensajes puede haber una ligera demora en el tiempo de respuesta, si requieres una cita te invitamos a agendarla en el siguiente enlace: htt",1
42788,wamid.HBgNNTIxODExNTE2MzA4OBUCABIYIDBCMkQ5NTYzODUw,"Gracias por comunicarte con Consultorio Medico. ¿Cómo podemos ayudarte? 
Por el momento no hacemos Visitas a Domicilios. Gracias.",1
42789,wamid.HBgNNTIxOTE3MTA5NDAzOBUCABIYIDcwQ0NBRkMzQUY0,"Hola ?????
El horario de consulta es de 11 am a 6 pm , de Lunes a Viernes.

_Consulta presencial, virtual o a domicilio_. ??

?????????",1
42790,wamid.HBgNNTIxNjY3NDczODA4NRUCABIYFDJGRDlCOERERDFE,"Que tal soy Dr Manuel Arthur Traumatólogo y Ortopedista, déjeme su nombre completo, que le duele y desde que ciudad me escribe. Le contesto a la brevedad",1
42791,wamid.HBgNNTIxNTU4MDQ4MjU2MBUCABIYFDJGQTQwMDExMjY4,"Gracias por comunicarte con el Dr. Irvin Juárez. Por favor, haznos saber cómo podemos ayudarte.",1
42792,wamid.HBgNNTIxODE4OTAxMDM5ORUCABIYIDA0NDE3MjZDMDhF,Gracias por comunicarte con Centro Médico Estrada. ¿Cómo podemos ayudarte?,1
42793,wamid.HBgNNTIxNzczNzM2NDA3NRUCABIYFDJGRjhBRTlDMzg1,"Gracias por comunicarte con Erasmo Berancourt. Por favor, haznos saber cómo podemos ayudarte.",1
42794,wamid.HBgNNTIxOTYxMTE2MTQ4MhUCABIYFDJGMEEzMDFGMUI0,"Hola, soy el Dr Ernesto Pohlenz de ISEMEP Chiapas, será un gusto atenderte.
Como te llamas?",1
42795,wamid.HBgNNTIxMzMzODA4MjY5NhUCABIYFDJGNkFGN0YwQjk0,"Gracias por contactar con el  DR. BALTAZAR SERVIN !Por favor escriba cómo le podemos servir.  
“Este es un mensaje automático. Al no poder contestar en este momento “",1
42796,wamid.HBgNNTIxODI4MTAxNzgwMhUCABIYIDQxRDUzNkI3NDMz,"Gracias por comunicarte con la Dra Veronica Garza. ¿Cómo podemos ayudarte? No consulta en linea. Para citas telefonos del consultorio 8122356408 o 8122356410,horario 9 a 12:30pm y 15:30 a 18:30pm de lunes a viernes,sabados 9 a 13 hrs.",1
42797,wamid.HBgNNTIxOTYxMTM0Mjc1NxUCABIYIDYwRDlFRDNBODlB,Gracias por comunicarte con Dr ABRAHAM VELAZQUEZ. ¿Cómo podemos ayudarte?,1
42798,wamid.HBgNNTIxNDQ0MjkwNDExORUCABIYIEUyRDEwMDNDMzc4,"Gracias por hablar para recibir consulta de manera particular 
 *no se reciben llamadas solo WhatsApp*
Consulta vía WhatsApp $300
Consulta de emergencia (vía telefónica)$450
Cualquier duda o  pregunta genera un costo de $200
 Número de cuent",1
42799,wamid.HBgNNTIxODcxMTMyNDM0MxUCABIYFDJGMTQyNDgzMkE2,"Gracias por comunicarte al Consultorio *MEDICO CARRRIZALES + LÓPEZ.* Por favor, ayúdanos con tu nombre completo y motivo de consulta.",1
42800,wamid.HBgNNTIxNTU2Mjk4NzI0NxUCABIYFDJGNTdDOEFCMTM3,"Gracias por comunicarte con *Dr. Aldo Reza, Cirujano Estético* / Lipo Beauty By PMB. Por favor, haznos saber cómo podemos ayudarte. También puedes comunicarte al ??5543180782 ??
*REDES SOCIALES* ??Facebook: https://www.facebook.com/1100909470087",1
42801,wamid.HBgNNTIxMjIyMTkyMDIxOBUCABIYFDJGMjRGQTc5REYw,"Gracias por comunicarte con Dr Samuel Quiñones. Por favor, haznos saber cómo podemos ayudarte.",1
42802,wamid.HBgNNTIxNDQ5MTE1MTE4MhUCABIYFDNBQTIxMEQ4QkM4,"?Gracias por comunicarte con el Dr. Rafael Jiménez. Por favor, hazme saber cómo puedo ayudarte.",1
42803,wamid.HBgNNTIxOTUxMjYwMzk3NxUCABIYIDRENzZFNzI4RDU1,Gracias por comunicarte con Dra. Itzel ???????¿Cómo puedo ayudarte???,1
42804,wamid.HBgNNTIxNTU2MDg2NjI5NxUCABIYIERDRjdFNERBRUJG,Gracias por comunicarte con ChektAhora. ¿Cómo podemos ayudarte?,1
42805,wamid.HBgNNTIxODY3MTI5MDkwNRUCABIYFDJGNUI4QjA3QzBE,"Gracias por comunicarte con Consultorio Dra Brenda. Por favor, haznos saber cómo podemos ayudarte.",1
42806,wamid.HBgNNTIxNTU0NTg5MTUzORUCABIYIEY3NkQyNDAzN0Mx,"Buen día. Gracias por comunicarte con Dra. Bianca ???????, en un momento te atiendo",1
42807,wamid.HBgNNTIxNjY0NjQ3NTA0MBUCABIYFDJGRjlFMTc4ODcw,"Gracias por comunicarte con CLINICA MEDICAL EXPRESS. Por favor, haznos saber cómo podemos ayudarte.",1
42808,wamid.HBgNNTIxODExMDYwNTQ1MRUCABIYIDZDOUU4QUZDQzIy,"Hola, gracias por comunicarse al consultorio de la Dra Cintly Arroyo y el Dr Eduardo Gutiérrez, especialistas en Ginecología, Obstetricia, Fertilidad y Cirugía Laparoscopica. 
Por favor, haganos saber cómo podemos ayudarle! Si tardamos un poco e",1
42809,wamid.HBgNNTIxOTk5Mjk3MzEwMhUCABIYIDgwOUI0ODNFMTAx,Gracias por comunicarte con Dr Antonio Arjona Médico Internista y Valoraciones Preoperatorias ¿Cómo podemos ayudarte??????????,1
42810,wamid.HBgNNTIxNjg2NTQ5MjcxOBUCABIYIDcxRTZENjJFNjlF,"Gracias por comunicarte al consultorio del Dr. Ramiro Gámez, en un momento lo atenderemos ???????",1
42811,wamid.HBgNNTIxNjg2NTQ5MjcxOBUCABIYIDU0MzlDMjhCNzUz,"Gracias por comunicarte al consultorio del Dr. Ramiro Gámez Endocrinólogo???????

Horarios de atención:

-Lunes a Viernes: 09:00 -12:00hrs y 15:00 - 20:00hrs 

-Sábados: 09:00 - 12:00hrs

-Domingos y días festivos: Cerrado

-Atención pr",1
42812,wamid.HBgNNTIxOTUxNTQ3Mjc0OBUCABIYIEVFOEFBODI5M0NF,??,1
42813,wamid.HBgNNTIxNzMyMTA5MDY5MxUCABIYIDgyOUYwQzg1Njcy,Gracias por comunicarte con Clinica Medica Esquipula. ¿Cómo podemos ayudarte?,1
42814,wamid.HBgNNTIxNTU3MDQ2MDM2MBUCABIYIDk1NTk3NDlCREZF,"Esta usted comunucandoce al consultorio del Dr. Hoyos, atención telefónico le lunes a viernes de 10:00am-2:00pm y de 4 :00pm-8:00pm, consultas Lunes, Miércoles y Viernes de 6:00pm-8:30pm",1
42815,wamid.HBgNNTIxMzMxMDY4NTgzNxUCABIYIEVFNEYyNTVEOEU3,Gracias por comunicarte con Dra. Guadalupe Camarena. ¿Cómo podemos ayudarte?,1
42816,wamid.HBgNNTIxMjI5Mjc4NzMwMRUCABIYFDJGM0QyQzAzQzc5,"Gracias por comunicarse conmigo. Por favor, deje su nombre y dígame en qué puedo ayudarle. Con gusto contestaré de inmediato en cuanto vea su mensaje!",1
42817,wamid.HBgNNTIxMjI5Mjc4NzMwMRUCABIYFDJGN0I5QjY2QTFE,"Gracias por su mensaje. En este momento no me encuentro disponible, contestare su mensaje en cuanto pueda. Dra. Artes.",1
42818,wamid.HBgNNTIxNzM1MTM0NzU1NhUCABIYIEZFRTUyQzEzNDVG,"Gracias por comunicarte al asistente virtual del Dr. Alfredo Ávila B.

Para agendar una cita proporcione nombre completo del paciente y edad.",1
42819,wamid.HBgNNTIxNTU0OTg1ODM5MRUCABIYFDJGRjk2MUQ2NjQw,"Gracias por comunicarse al consultorio de la Dra. Monserrat González. 
Le recordamos los horarios para consulta médica: 
Lunes a Viernes a partir de las 7 pm.
Sábados y Domingos Sujeto a disponibilidad. 
Para agendar una consulta, espere un m",1
42820,wamid.HBgNNTIxNTUyMDcwODIxNhUCABIYIDI5N0Q1NEVCMEE2,Gracias por comunicarte con Consultorio Mediyen. ¿Cómo podemos ayudarte? ?? recuerda que para una consulta tienes que venir a dejarnos el nombre de tu paciente o pacientes y un número telefónico a las 8:00 de la mañana para que te asignemos un es,1
42821,wamid.HBgNNTIxNTUyOTI5MDg3NxUCABIYIDA4RTcxNjM1MUFC,Gracias por comunicarte con Gesica Orozco. ¿Cómo podemos ayudarte?,1
42822,wamid.HBgNNTIxNjYyMTAyMDU3MxUCABIYIDdEMzA4RTEyMzkx,"Gracias por tu mensaje. En este momento no podemos responder, pero sera en la próxima hora o dia laborable.
Horario de llamadas y mensajes: ???????
Lunes a Viernes 10 am-6 pm",1
42823,wamid.HBgNNTIxODEzOTYwNTk3ORUCABIYFDNBRTU2QTI3NjRD,"Gracias por comunicarte con Centro Medico Medicast. Por favor, haznos saber cómo podemos ayudarte y pronto estaremos atendiéndote ?",1
42824,wamid.HBgNNTIxNjYyMzE3NDI4MBUCABIYFDJGQTBDQjNEMzQ3,"Gracias por tu mensaje.

Brindamos consulta de la Especialidad Medicina Interna. Nos encontramos en Consultorios San Benito en Av. San Luis Potosí #102 en Hermosillo Sonora. 

En este momento no estamos disponibles, pero te responderemos tan",1
42825,wamid.HBgMNTIyMjI2NjIyNjA1FQIAEhggMjI0RDg1NThDMjY3,Gracias por comunicarte con Dra Ivonne Huerta. ¿Cómo podemos ayudarte?,1
42826,wamid.HBgNNTIxNTUzODgwOTQ4MBUCABIYIDhEN0EyOTg4Rjk3,"Hola. El horario de consulta en santa cruz
Por la mañana ( no requieren cita)
De 10 AM  a 2 pm..de lunes a sabado

Por la tarde en mi domicilio ( con cita)
De 3 30 a 6 pm ... En algunas ocasiones a las 9 pm.",1
42827,wamid.HBgNNTIxMjI4ODE2MjI1OBUCABIYFDJGRDUwRTI5NzVG,"Gracias por comunicarte con Consultorio Palacios Servin. 
Para agendar cita te solicitamos comunicarte por LLAMADA LOCAL al 2288162258, horario de atención para agendar citas, de lunes a viernes de 9-12 y de 4-8 pm.
Estamos para servirte.",1
42828,wamid.HBgNNTIxMzMyMDQwODc2NxUCABIYIDAyMkVFNkYyNzEy,"Gracias por comunicarte con el Dr Michel Aranda ???????
En un momento respondo tu mensaje ??",1
42829,wamid.HBgNNTIxNTUyMzQwNjQzNBUCABIYIEEzQTQ3OUQ0NTlC,Gracias por comunicarte con tu servidor Dr. Ricardo Saldaña Octavo. ¿Cómo puedo ayudarte? Un poco más tarde me pongo en contacto contigo.,1
42830,wamid.HBgNNTIxOTUxMTc4NzkyMxUCABIYFDJGMTY5MjcyQUZF,"Buenos días, este es un mensaje automático. 
En este momento no puedo contestar su llamada o mensaje.
Por favor, deje un mensaje escrito con el motivo de su llamada y le contestaré en breve. No puedo recibir mensajes de audio.
Gracias.",1
42831,wamid.HBgNNTIxNTUzMTQ5NDM1ORUCABIYFDJGMjc4MDFBQjQ1,"Gracias por comunicarte con C&P , bienvenid@ , con quien tengo el gusto !!!",1
42832,wamid.HBgNNTIxNjE0MTI3NDc0MhUCABIYIDREOTU0M0FFMUQy,Gracias por comunicarte al Consultorio Reyes Bandala. ¿Cómo podemos ayudarte?,1
42833,wamid.HBgNNTIxNjE0MTI3NDc0MhUCABIYIDMzQTBBMTVDMzA5,"Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible.",1
42834,wamid.HBgNNTIxNTUyNDkyNzY2MRUCABIYIDNFQjk0QzU0M0JE,Gracias por comunicarte el Dr. Miguel Gutierrez. ¿Desea agendar una cita? Padecimientos Respiratorios únicamente por Videollamada,1
42835,wamid.HBgNNTIxMjIyNTA3NDQwMRUCABIYFDNBRUFDN0ZBQTU2,"Hola, gracias por preferir el consultorio de la Dra Diana Garcia. Por favor, haznos saber tu nombre y cómo podemos ayudarte.",1
42836,wamid.HBgNNTIxNTUyMjE2NjA0NxUCABIYIDAzQjZBQjg0NDM4,También el día del medico,1
42837,wamid.HBgNNTIxMzMzNDUxNjM5MRUCABIYIDRFOUY3NTg2N0Ey,Excelente gracias,1
42838,wamid.HBgNNTIxMzMzOTU0OTgyMhUCABIYIEEyNjJGQTk3NDhB,Gracias por comunicarte con la Dra. Pilar Rivera. ¿Cómo podemos ayudarte?,1
42839,wamid.HBgNNTIxNjE0MTc3MjczOBUCABIYFDNBQzY2RUQzOEY2,"Gracias por contactarnos, para información sobre consultas, cancelaciones, agendar o reagendar cita por favor comuníquese con mi asistente  al tel. del consultorio 614 439 8620 el cual seguirá en funcionamiento de 9:30am-2:30pm y de 4:30pm-6:30pm",1
42840,wamid.HBgNNTIxOTk4ODk3MDgxNhUCABIYIEE4MjhFNjdCMzlE,Gracias por escribirme!... En un momento me comunico contigo. ??????.,1
42841,wamid.HBgNNTIxNTUzNTA1MjQxORUCABIYFDNBRjQzNjc4NTgx,"Gracias por comunicarte con Dra. Karen. Por favor, haznos saber cómo podemos ayudarte o si requieres alguna cita de valoración médica.",1
42842,wamid.HBgNNTIxNTU0MTkzODEwORUCABIYIEEyM0NGMzc0RDA0,"*Este es un número personal*

Paciente:
?? Información de citas, contactar directo a *RM Pharma* _5630652292_ de lun a jue de 8am - 5pm o viernes de 8am - 2pm ??
?? Información de protocolo:
Escriba su *nombre completo, quien le recomienda y",1
42843,wamid.HBgNNTIxNzcxMjQzODc0NxUCABIYIDZCQUZDQkNFNTk2,"Gracias por contactarme. Deje su mensaje y le contestaré a la brevedad. Consulte los horarios de atención. 

Puede agendar también por este medio.

*No hay consultas ni interpretación de laboratorios por WhatsApp.* Gracias por su comprensión.",1
42844,wamid.HBgNNTIxNDI3MjAyODc0MBUCABIYIDE1RTk3MENDQ0Mw,"Gracias por comunicarte con Consultorio Medico y Farmacia ""Niño Doctor"" ¿Cómo podemos ayudarte?",1
42845,wamid.HBgNNTIxNTU0MTM5NjU1MRUCABIYIEU1NjUxQjJGNzE2,Gracias por comunicarte con Alais. ¿Cómo podemos ayudarte?,1
42846,wamid.HBgNNTIxNDI3MjQzNjUzNBUCABIYFDNBQUQ0MzMyQUI4,"¿Hola cómo estás? Bienvenido a *¡Centro de Oftalmólogo San Juan!* Mi nombre es Saúl, voy a asesorarte el día de hoy. Si deseas agendar una cita, menciona la especialidad de tu interés. 

Si tienes alguna duda, ingresa tu pregunta a continuación",2
42847,wamid.HBgNNTIxNTUxNDE1NjA3NRUCABIYIEU1RkJCNjAyNTg2,"*Respuesta automática* 
buen día favor de comunicarse  de 9.30 a 11.30 am de 2.00 a 3.00 pm y de 9.00 a 10.30 pm  a mi celular .gracias  no respondo WhatsApp",1
42848,wamid.HBgNNTIxNTUyNzQ2MDYwMxUCABIYIEQzRUFCMUQ4MTZD,Y DÍA DEL MEDICO,1
42849,wamid.HBgNNTIxNzQ0MjI1MDAzNBUCABIYIDMyNUFFNTVCRUQ0,Gracias por tenerme presente,1
42850,wamid.HBgNNTIxOTkzMjU4MDIzOBUCABIYIERCNjdCRTBFMTFF,Graaaaaacias,1
42851,wamid.HBgNNTIxNzIyMzk0NjM0ORUCABIYFDJGMDVFODRGNEVG,"Gracias por comunicarte al consultorio del Dr. Juan Carlos Mendoza E. Para agendar alguna cita o información en general del servicio, llame por favor al 7225530055, mi asistente los atenderá con gusto en un horario de 9 a 21 hrs. (mensaje automát",1
42852,wamid.HBgNNTIxODQ0ODU4Nzc3NxUCABIYIEZGOUYyNkM4ODZG,"Hola, gracias por comunicarse con el Dr. Francisco Treviño.

Escriba el número de la opción deseada:
*1*. *Costos* de consulta
*2*. Agendar una *cita presencial*
*3*. Escribir una *opinión*
*4*. Emitir una *factura*
*5*. *Ubicación* de con",1
42853,wamid.HBgNNTIxNDQ0MjYzNDk1NhUCABIYIDU5RkQ5ODkxQjY5,"(Este es un mensaje automático)

Gracias por comunicarte con el Dr Miguel Angel Flores Vázquez??. 
Por el momento no puede contestar el mensaje, en cuánto sea posible el doctor se comunicará con usted. 

Si desea agendar una cita ?? por favo",1
42854,wamid.HBgNNTIxNjE0MTg4NDk4NhUCABIYIDE2RkUzMDBCRTIy,"NUEVO DOMICILIO calle Ojinaga 815 int 9, frente a urgencias de clínica del centro",1
42855,wamid.HBgNNTIxMjI4ODM2MDgxORUCABIYIDM5NzM0ODAzMkU2,"Muchas gracias 
Buen día",1
42856,wamid.HBgNNTIxNzYyMTAwODc0MRUCABIYIDQ1N0IwRkQyNzRG,Grácias,1
42857,wamid.HBgNNTIxODE4Mzk2MDM1OBUCABIYIDJGMENFNUQ0RUU1,Bien día,1
42858,wamid.HBgNNTIxODE4Mzk2MDM1OBUCABIYIEJBQzM1MTM2QTI1,Gracias,1
42859,wamid.HBgNNTIxMzMxMjE2ODAzMRUCABIYFDNBRkFCRTFDRDZF,Gracias!,1
42860,wamid.HBgNNTIxNTUyMTI4Nzk3NBUCABIYFDNBOEQ2OTYwNTYx,Si muchas gracias,1
42861,wamid.HBgNNTIxMzk1MTAwNzc0ORUCABIYIDhFRUNBRDQxMURF,"Muchas gracias por compartir este tan importante tema.
Bonito día.",1
42863,wamid.HBgNNTIxMzc4NzA4MTg2MhUCABIYFDNBRkUzRDRGN0Y1,Hola,1
42864,wamid.HBgNNTIxMzc4NzA4MTg2MhUCABIYFDNBMkUyQUYxNURG,Ustedes tienen,1
42865,wamid.HBgNNTIxMzc4NzA4MTg2MhUCABIYFDNBN0I2QjlEMjRE,El meta r,1
42867,wamid.HBgNNTIxMzMxMzExNTk2MhUCABIYFDNBRkQ1RDA0MEFB,Muchas Gracias ?? por todo lo que hacen por nosotros.  ????????????????????????????????????????????,1
42868,wamid.HBgNNTIxNjY0MTEzODUwMxUCABIYIEJBQkNFMTExNjM0,Gracias,1
42869,wamid.HBgNNTIxMjIyNDg3OTUwMRUCABIYIDJFNzU0ODk0NjAz,Gracias,1
42871,wamid.HBgNNTIxOTk5MTMzNTc2NxUCABIYFDNBRDNDMzZCRkNB,Muchas gracias,1
42872,wamid.HBgNNTIxOTk5MTMzNTc2NxUCABIYFDNBMDA5NzYzMzEw,Me interesan mucho cursos o pláticas en línea sobre el área de Dermatología (cuando tenga disponible). Gracias,1
42873,wamid.HBgNNTIxNjY4MjI3MjUzMRUCABIYIDlGQzFFMEE4NDQy,"Gracias por comunicarte con Alejandra Barreras- Endocrinología  ¿Cómo podemos ayudarte?
Si gustas agendar cita.
 **Me encuentro en la ciudad de los Mochis en Buelna 800, sector Fátima, esquina con rosales agendar cita : 6681938936
 ** Clínica",1
42874,wamid.HBgNNTIxNTUzMDA3MjUyNBUCABIYFDNBQzhDMjNCRkQ5,Gracias,1
42875,wamid.HBgNNTIxNjY0NjQ5OTU0MxUCABIYIDM4NUQ4RUYxM0ZD,????,1
42876,wamid.HBgNNTIxNjY0MjE4NzA3NhUCABIYFDNBRDRBM0Q1QzhC,"Gracias por comunicarte con Dr. Alejandro Chacón
Por favor, haznos saber cómo podemos ayudarte.",1
42877,wamid.HBgNNTIxNjE0NDI3MzM0MhUCABIYFDNBREZBMEE1NDFF,??,1
42878,wamid.HBgNNTIxNzc3MTAyMDYzOBUCABIYIEExQkM1MTYyRDg5,¡Bienvenido a Clínica Melimédica! Trataremos de comunicarnos contigo a la brevedad.,1
42879,wamid.HBgNNTIxNjY4MjI3MjUzMRUCABIYIDE4RkFDQ0Q1QUFG,Gracias,1
42882,wamid.HBgNNTIxNDQ0MTMwNTk4MhUCABIYIDgzNjYyRjM0NDFC,Gracias,1
42883,wamid.HBgNNTIxMjIyMzU4ODQ4MxUCABIYIDdCNUQwQ0JENzc1,Gracias buen dia,1
42884,wamid.HBgNNTIxNDc3MTY5MTQxNxUCABIYIDU2RjBBOUQ5REQ1,si enterado.....gracias,1
42885,wamid.HBgNNTIxMzMxNjAyODIzMhUCABIYFDNBQkYyQTQ2ODg2,Muchas gracias,1
42886,wamid.HBgNNTIxMzMzNDAxNTkzORUCABIYIDQ0MEVEM0ZBOUVG,Gracias,1
42887,wamid.HBgNNTIxMjIyNDkwNDMyMBUCABIYIDlBOEUwMTkwNzYy,Gracias,1
42888,wamid.HBgNNTIxNTUxNTc0NzIyMxUCABIYFDNBODMyMTRCNjEy,?,1
42889,wamid.HBgNNTIxNTUyODI5MzMyMRUCABIYIDMzMUNGM0IxNzhE,Gracias,1
42890,wamid.HBgNNTIxNzIyMzA3OTUwMBUCABIYIEE3MTNERTdEQUY4,"Buen día.
Gracias",1
42891,wamid.HBgNNTIxNTUzMDQ1MTMzOBUCABIYIDU3OEJFNjAxNEQx,Hola..excelente día muchas gracias por su atención gran participación en el mundial de las actualidades.,1
42892,wamid.HBgNNTIxNTU3NDM1ODkzNBUCABIYIDc2RDM5N0E5Qjcy,Gracias,1
42893,wamid.HBgNNTIxODMzODQ0MjgxNhUCABIYIDNFRjk2MkE2QjhB,Gracias,1
42894,wamid.HBgNNTIxNDQzMjY1MjIwNBUCABIYIDFCQjVDOTczRTFE,Muchas gracias. Excelente dia!,1
42895,wamid.HBgNNTIxODMzODQ0MjgxNhUCABIYIDNFRjk2MkE2QjhB,Gracias,2
42898,wamid.HBgNNTIxNTUzODkxNTA1ORUCABIYIDExQjE1QTA1RTlD,Gracias Buenos días,1
42899,wamid.HBgNNTIxNTU0MzI4MDQxORUCABIYIEVEODc5QzMxNDRF,Muchas gracias.,1
42901,wamid.HBgNNTIxNDYyNjIxMzAzNhUCABIYFDNBMUUyRDE5QjhC,Enterada ….  Lo veré,1
42902,wamid.HBgNNTIxNDQzMTkzMzU2NhUCABIYIDZERDAxNDgwNEMx,Adelante,1
42903,wamid.HBgNNTIxNTU1MTA1MzcyMRUCABIYIDQxQTlBMDgxRENC,Gracias,1
42904,wamid.HBgNNTIxOTM4MTAxNTgzNBUCABIYFDNBQ0Q5MDQxRjMz,??,1
42905,wamid.HBgNNTIxNTUxMTI4OTk0NxUCABIYIEI4QjBBRTkyNTI2,Muchas gracias. Saludos,1
42906,wamid.HBgNNTIxNTUxMDA0MjM2MxUCABIYIEE5RTM2OTZEREJF,Muchas gracias y hermoso día.,1
42907,wamid.HBgNNTIxNzU3MTA2NjM3NRUCABIYIEEwQUVBMzEzODI1,"El horario de atención medica es de: LUN. A SAB. 2 horarios:  de 9am a 2pm y de 5pm a 9pm, DOM. de 10am a 2pm. Cita previa. En breve me comunico con usted.",1
42908,wamid.HBgNNTIxNzgyMTE1MTkwNhUCABIYFDNBMEEzRUI4Mjg5,Gracias Sanofi,1
42909,wamid.HBgNNTIxMzkzMTA5MzQ1MBUCABIYIDU4QTM3OUM5RTBG,Muchas gracias !!,1
42910,wamid.HBgNNTIxODk5OTEyOTMzNxUCABIYIDg0Qzk1Njk0MDlB,Gracias,1
42912,wamid.HBgNNTIxOTYxMTIwMDIwNRUCABIYIDM4Q0Q0RjdGRTBD,Buenas tardes gracias,1
42913,wamid.HBgNNTIxNTUyNjUzNjA1MRUCABIYFDNBMDc1MTVGNzg4,Hola saben donde puedo comprar rifocyna?,1
